id,name,team,war,games_played,plate_appearances,at_bats,runs_scored,hits,doubles,triples,home_runs,total_bases,runs_batted_in,stolen_bases,caught_stealing,walks,hit_by_pitch,sacrifice_hits,strikeouts,double_plays,sacrifice_bunts,sacrifice_flies,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,weighted_on_base_average,weighted_runs_created_plus,war_another_source,win_probability_added
1,양의지,두산,3.82,75,299,248,31,83,16,0,8,123,40,6,0,43,5,5,32,12,0,3,0.335,0.438,0.496,0.934,0.43,175.4,3.82,1.2
2,정수빈,두산,1.78,78,331,285,38,79,10,3,0,95,20,18,4,32,5,1,35,1,8,1,0.277,0.359,0.333,0.693,0.327,98.4,1.78,1.17
3,허경민,두산,1.44,73,281,249,25,68,12,0,3,89,24,5,1,23,5,3,13,5,0,4,0.273,0.342,0.357,0.699,0.33,103.2,1.44,-1.34
4,양석환,두산,1.42,75,314,284,41,78,10,0,13,127,44,1,0,19,4,0,70,6,0,7,0.275,0.322,0.447,0.769,0.352,124.2,1.42,0.22
5,로하스,두산,1.23,65,234,203,23,45,9,1,10,86,33,0,1,27,3,0,40,2,0,1,0.222,0.321,0.424,0.744,0.346,119.9,1.23,-0.29
6,김재환,두산,1.08,77,294,250,26,60,13,0,7,94,29,2,1,39,4,3,65,5,0,1,0.24,0.35,0.376,0.726,0.343,115.2,1.08,1.22
7,강승호,두산,0.95,63,219,202,24,53,9,2,5,81,31,3,0,13,2,0,47,6,1,1,0.262,0.312,0.401,0.713,0.331,105.7,0.95,0.11
8,김재호,두산,0.6,39,102,84,6,25,2,0,0,27,6,2,0,12,2,0,7,3,4,0,0.298,0.398,0.321,0.719,0.343,109.3,0.6,0.08
9,이유찬,두산,0.59,73,207,183,20,45,6,2,1,58,16,9,4,19,2,0,43,0,2,1,0.246,0.322,0.317,0.639,0.306,84.7,0.59,-0.64
10,장승현,두산,0.49,42,94,84,10,19,1,0,3,29,7,1,0,4,4,0,19,1,2,0,0.226,0.294,0.345,0.639,0.298,85.0,0.49,-0.28
11,홍성호,두산,0.39,17,44,41,6,14,4,0,0,18,5,0,1,2,1,0,11,0,0,0,0.341,0.386,0.439,0.825,0.39,144.7,0.39,-0.03
12,박계범,두산,0.36,39,123,110,14,26,6,0,2,38,13,1,1,8,1,0,27,3,2,2,0.236,0.289,0.345,0.635,0.294,80.1,0.36,-0.51
13,박준영,두산,0.32,4,13,12,4,5,2,1,1,12,5,0,1,1,0,0,2,0,0,0,0.417,0.462,1.0,1.462,0.63,318.4,0.32,0.3
14,양찬열,두산,0.08,38,83,72,13,17,1,2,0,22,5,3,2,9,1,0,20,1,0,1,0.236,0.325,0.306,0.631,0.306,82.0,0.08,-1.01
15,강진성,두산,0.01,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.319,92.3,0.01,-0.0
23,김인태,두산,-0.02,6,22,19,1,5,1,0,0,6,1,0,0,2,0,0,5,0,1,0,0.263,0.333,0.316,0.649,0.301,81.9,-0.02,0.07
24,김대한,두산,-0.04,25,83,75,10,16,3,1,1,24,7,1,3,7,1,0,19,0,0,0,0.213,0.289,0.32,0.609,0.292,76.5,-0.04,-0.37
25,권민석,두산,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.05,-0.0
26,안승한,두산,-0.07,10,10,9,1,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0.111,0.2,0.111,0.311,0.168,-10.7,-0.07,-0.08
27,서예일,두산,-0.07,5,10,9,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0.222,0.2,0.222,0.422,0.192,5.1,-0.07,-0.07
28,안재석,두산,-0.08,20,54,50,7,9,2,0,1,14,4,2,0,3,0,0,7,0,0,1,0.18,0.222,0.28,0.502,0.236,40.4,-0.08,-0.87
29,김민혁,두산,-0.11,16,26,21,1,3,1,0,0,4,2,0,0,3,1,0,5,3,0,1,0.143,0.269,0.19,0.46,0.238,39.1,-0.11,-0.21
30,전민재,두산,-0.13,19,18,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,0.235,0.235,0.353,0.588,0.256,53.4,-0.13,-0.44
1,노시환,한화,4.53,78,354,309,51,98,18,0,19,173,57,2,0,42,1,3,64,7,0,2,0.317,0.398,0.56,0.958,0.434,170.0,4.53,2.84
2,최재훈,한화,2.1,68,245,193,11,52,8,0,1,63,25,0,1,34,13,1,25,4,3,2,0.269,0.409,0.326,0.736,0.36,121.1,2.1,0.6
3,채은성,한화,2.09,74,327,289,46,84,13,0,11,130,47,0,0,28,9,5,55,9,0,1,0.291,0.37,0.45,0.82,0.379,132.9,2.09,1.98
4,이진영,한화,1.02,56,200,161,32,40,9,0,4,61,24,2,0,31,2,0,55,3,2,4,0.248,0.369,0.379,0.748,0.353,115.5,1.02,1.09
5,정은원,한화,0.66,76,317,265,38,59,7,0,1,69,18,5,3,43,3,0,39,4,5,1,0.223,0.337,0.26,0.597,0.296,77.2,0.66,-0.89
6,문현빈,한화,0.45,73,249,224,18,56,9,1,3,76,26,4,1,15,3,1,47,2,4,3,0.25,0.302,0.339,0.641,0.298,78.5,0.45,0.08
7,김태연,한화,0.44,46,123,108,9,29,7,0,2,42,15,2,0,10,1,0,35,0,0,4,0.269,0.325,0.389,0.714,0.332,101.8,0.44,-0.38
8,오선진,한화,0.35,38,106,86,10,20,5,0,0,25,7,1,0,13,3,0,17,5,2,2,0.233,0.346,0.291,0.637,0.31,86.5,0.35,0.13
9,이도윤,한화,0.31,40,131,114,12,28,7,0,0,35,3,4,0,7,2,0,19,3,8,0,0.246,0.301,0.307,0.608,0.276,63.6,0.31,-0.75
10,권광민,한화,0.07,26,40,35,5,7,0,0,2,13,7,2,0,3,1,0,12,0,1,0,0.2,0.282,0.371,0.654,0.3,78.0,0.07,-0.12
11,김인환,한화,0.04,68,251,227,26,55,13,0,5,83,29,1,0,22,1,1,63,4,0,1,0.242,0.311,0.366,0.676,0.318,92.1,0.04,-0.22
12,장운호,한화,0.03,4,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,0.306,84.1,0.03,-0.2
13,노수광,한화,0.03,30,94,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,0.221,0.326,0.286,0.612,0.294,76.2,0.03,-0.83
14,이민준,한화,0.02,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.363,121.7,0.02,0.03
20,장지승,한화,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.02,-0.0
21,허관회,한화,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.05,0.0
22,이명기,한화,-0.05,3,11,10,1,2,0,0,0,2,2,1,0,1,0,0,3,0,0,0,0.2,0.273,0.2,0.473,0.24,39.0,-0.05,0.1
23,이원석,한화,-0.05,56,121,101,15,18,1,1,0,21,8,9,2,19,1,0,27,3,0,0,0.178,0.314,0.208,0.522,0.272,61.4,-0.05,-0.97
24,유상빈,한화,-0.08,3,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.186,0.5,-0.08,-0.11
25,김건,한화,-0.15,5,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0.167,0.167,0.167,0.333,0.16,-15.9,-0.15,-0.12
26,이성곤,한화,-0.21,8,16,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.143,0.2,0.143,0.343,0.165,-12.5,-0.21,-0.04
27,장진혁,한화,-0.22,31,95,86,10,19,2,0,0,21,7,3,2,8,0,0,21,2,0,1,0.221,0.284,0.244,0.528,0.261,53.3,-0.22,-0.45
28,윌리엄스,한화,-0.23,10,44,43,3,7,3,0,1,13,3,0,0,0,1,0,13,2,0,0,0.163,0.182,0.302,0.484,0.223,26.4,-0.23,-0.73
